Name,Record,Fighter URL,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,N_Name,id,weight_class
Farid Basharat,13-0-0,http://www.ufcstats.com/fighter-details/a09ed60aa67a3f67,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 02, 1997",4.36,55%,2.57,59%,3.97,44%,80%,0.5,"Basharat, Farid",sr:competitor:909473,bantamweight(126-135)
Michael Johnson,24-19-0,http://www.ufcstats.com/fighter-details/511e82663651438d,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",4.23,39%,3.8,58%,0.61,40%,81%,0.0,"Johnson, Michael",sr:competitor:237654,lightweight(146-155)
Mike Davis,11-3-0,http://www.ufcstats.com/fighter-details/fb3e61720be4690c,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992",4.68,52%,5.19,54%,2.48,44%,57%,0.5,"Davis, Mike",sr:competitor:463611,lightweight(146-155)
Makhmud Muradov,26-8-0 (1 NC),http://www.ufcstats.com/fighter-details/ea7e5bc78d9de658,"6' 2""",185 lbs.,"75""",Orthodox,"Feb 08, 1990",4.21,43%,2.57,61%,3.03,66%,77%,0.2,"Muradov, Makhmud",sr:competitor:564602,middleweight(171-185)
Chris Daukaus,12-7-0,http://www.ufcstats.com/fighter-details/d0aaedcf7ccd0b45,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1989",6.05,50%,4.64,55%,0.0,0%,100%,0.0,"Daukaus, Chris",sr:competitor:734893,heavyweight(206-265)
Gabriel Bonfim,17-1-0,http://www.ufcstats.com/fighter-details/01641ba5df0c69b0,"6' 1""",170 lbs.,"72""",Orthodox,"Aug 20, 1997",5.22,43%,3.8,65%,3.68,76%,73%,2.2,"Bonfim, Gabriel",sr:competitor:932427,welterweight(156-170)
Vinicius Moreira,9-5-0,http://www.ufcstats.com/fighter-details/acb36c908d415c4a,"6' 4""",205 lbs.,"76""",Orthodox,"Feb 28, 1989",3.15,59%,5.07,43%,1.97,18%,0%,1.3,"Moreira, Vinicius",sr:competitor:519102,light_heavyweight(186-205)
Joe Duffy,16-5-0,http://www.ufcstats.com/fighter-details/654ae722109a0d31,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988",2.68,34%,3.78,54%,0.96,66%,64%,0.7,"Duffy, Joe",sr:competitor:267857,lightweight(146-155)
Rei Tsuruya,10-1-0,http://www.ufcstats.com/fighter-details/2f43a3e82661fa99,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 2002",2.24,52%,2.01,42%,5.06,37%,50%,1.9,"Tsuruya, Rei",sr:competitor:994615,flyweight(116-125)
John Phillips,22-11-0 (1 NC),http://www.ufcstats.com/fighter-details/e9ac7bfb65c25497,"5' 11""",185 lbs.,"75""",Southpaw,"Jun 09, 1985",1.72,34%,4.03,49%,0.0,0%,7%,0.0,"Phillips, John",sr:competitor:312030,middleweight(171-185)
Poliana Botelho,8-5-0,http://www.ufcstats.com/fighter-details/5c126c6aac3ef364,"5' 8""",125 lbs.,"67""",Orthodox,"Dec 15, 1988",2.9,58%,2.8,54%,0.85,57%,76%,0.0,"Botelho, Poliana",sr:competitor:382930,flyweight(116-125)
Istela Nunes,6-6-0 (1 NC),http://www.ufcstats.com/fighter-details/efc67b07eed39794,"5' 4""",115 lbs.,"66""",Orthodox,"Jul 23, 1992",4.28,47%,4.07,59%,0.0,0%,47%,0.0,"Nunes, Istela",sr:competitor:338803,strawweight(106-115)
Julia Avila,9-4-0,http://www.ufcstats.com/fighter-details/86d9dbe1bfcbade7,"5' 7""",135 lbs.,"68""",Orthodox,"May 11, 1988",2.81,42%,3.28,55%,0.63,37%,52%,0.2,"Avila, Julia",sr:competitor:436924,bantamweight(126-135)
Caio Machado,8-4-1,http://www.ufcstats.com/fighter-details/89839250eb25c9c1,"6' 4""",250 lbs.,"78""",Southpaw,"Jul 20, 1994",5.82,53%,2.87,63%,0.0,0%,82%,0.0,"Machado, Caio",sr:competitor:909487,heavyweight(206-265)
Jennifer Maia,21-10-1,http://www.ufcstats.com/fighter-details/8e1f36476ef02a6a,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988",4.35,38%,4.52,55%,0.42,27%,58%,0.1,"Maia, Jennifer",sr:competitor:542105,flyweight(116-125)
Lucas Alexander,8-5-0,http://www.ufcstats.com/fighter-details/11583163f45c7b31,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 28, 1995",4.69,57%,2.87,56%,0.0,0%,60%,0.0,"Alexander, Lucas",sr:competitor:953831,featherweight(136-145)
David Dvorak,20-6-0,http://www.ufcstats.com/fighter-details/9ada30894bf04e19,"5' 5""",125 lbs.,"68""",Orthodox,"Jun 05, 1992",3.48,43%,3.29,59%,0.58,30%,70%,0.2,"Dvorak, David",sr:competitor:561040,flyweight(116-125)
Junior Albini,14-6-0,http://www.ufcstats.com/fighter-details/c482c8605455a213,"6' 3""",264 lbs.,"74""",Orthodox,"Mar 15, 1991",3.98,51%,6.08,52%,1.54,37%,100%,0.0,"Albini, Junior",sr:competitor:359236,heavyweight(206-265)
Tony Ferguson,26-11-0,http://www.ufcstats.com/fighter-details/22a92d7f62195791,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 12, 1984",4.91,45%,4.37,55%,0.39,35%,66%,0.9,"Ferguson, Tony",sr:competitor:237646,welterweight(156-170)
Tucker Lutz,12-4-0,http://www.ufcstats.com/fighter-details/7832f2f62f04178f,"5' 8""",145 lbs.,"72""",Orthodox,"Jul 12, 1994",3.74,46%,3.25,44%,1.99,44%,69%,0.2,"Lutz, Tucker",sr:competitor:739959,featherweight(136-145)
Jamall Emmers,21-8-0,http://www.ufcstats.com/fighter-details/e00a3dee329a51f7,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",5.45,49%,4.07,56%,1.74,40%,80%,0.2,"Emmers, Jamall",sr:competitor:453255,featherweight(136-145)
Kyle Nelson,16-6-1,http://www.ufcstats.com/fighter-details/31f8081c7600da93,"5' 11""",145 lbs.,"71""",Switch,"Apr 20, 1991",3.51,45%,4.72,51%,1.06,20%,73%,0.6,"Nelson, Kyle",sr:competitor:525475,featherweight(136-145)
Devin Smyth,4-2-0,http://www.ufcstats.com/fighter-details/7684c8137b4545ba,"5' 10""",170 lbs.,"72""",Switch,"Jul 21, 1995",2.6,68%,6.73,25%,4.0,26%,100%,0.0,"Smyth, Devin",sr:competitor:614470,welterweight(156-170)
Jose Ochoa,7-1-0 (1 NC),http://www.ufcstats.com/fighter-details/88be62d6c1e6dadb,"5' 7""",125 lbs.,"67""",Southpaw,"Dec 31, 2000",3.33,31%,3.4,59%,0.0,0%,100%,1.0,"Ochoa, Jose",sr:competitor:1169285,flyweight(116-125)
Charlie Campbell,9-2-0,http://www.ufcstats.com/fighter-details/b39f7a6c2be17ee8,"6' 0""",155 lbs.,"72""",Orthodox,"Jul 03, 1995",5.55,54%,3.73,55%,2.95,40%,71%,0.0,"Campbell, Charlie",sr:competitor:733475,lightweight(146-155)
Felipe Colares,10-4-0,http://www.ufcstats.com/fighter-details/dbac0a413af64bbe,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 31, 1994",2.17,45%,4.65,36%,1.88,24%,43%,0.5,"Colares, Felipe",sr:competitor:538411,bantamweight(126-135)
Bekzat Almakhan,12-2-0,http://www.ufcstats.com/fighter-details/a4dc0f2b95df4cc1,"5' 7""",135 lbs.,"68""",Orthodox,"Oct 08, 1997",0.68,40%,4.29,32%,0.0,0%,0%,0.0,"Almakhan, Bekzat",sr:competitor:1102975,bantamweight(126-135)
Francis Marshall,8-3-0,http://www.ufcstats.com/fighter-details/5d495dec23d7c68e,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 03, 1999",3.46,33%,4.1,54%,2.75,44%,66%,0.4,"Marshall, Francis",sr:competitor:909483,featherweight(136-145)
Manon Fiorot,12-2-0,http://www.ufcstats.com/fighter-details/34ff304266360297,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990",5.58,41%,3.59,66%,1.06,29%,87%,0.0,"Fiorot, Manon",sr:competitor:598952,flyweight(116-125)
Vanessa Demopoulos,11-7-0,http://www.ufcstats.com/fighter-details/2c483cf443f38ece,"5' 2""",115 lbs.,"59""",Orthodox,"Sep 22, 1988",3.49,41%,5.23,41%,0.36,11%,25%,0.5,"Demopoulos, Vanessa",sr:competitor:733467,strawweight(106-115)
Lerone Murphy,16-0-1,http://www.ufcstats.com/fighter-details/396fe87b84ac2e1c,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991",4.53,54%,2.48,61%,1.45,54%,52%,0.5,"Murphy, Lerone",sr:competitor:625910,featherweight(136-145)
Boston Salmon,6-3-0,http://www.ufcstats.com/fighter-details/98e946879ba20c0f,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990",4.13,37%,7.75,59%,0.0,0%,100%,0.0,"Salmon, Boston",sr:competitor:511418,bantamweight(126-135)
Clayton Carpenter,8-1-0,http://www.ufcstats.com/fighter-details/b62d5280966b2460,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 09, 1996",3.91,55%,2.75,55%,2.23,46%,42%,1.5,"Carpenter, Clayton",sr:competitor:909469,flyweight(116-125)
Jamal Pogues,11-5-0,http://www.ufcstats.com/fighter-details/f41b9f5efc7162d6,"6' 3""",205 lbs.,"77""",Orthodox,"Dec 01, 1995",3.57,46%,3.97,49%,2.0,46%,70%,0.0,"Pogues, Jamal",sr:competitor:453759,light_heavyweight(186-205)
Shamil Gamzatov,14-1-0,http://www.ufcstats.com/fighter-details/0d980975001ae3d8,"6' 2""",205 lbs.,"76""",Orthodox,"Aug 09, 1990",5.35,48%,3.46,51%,0.0,0%,50%,0.0,"Gamzatov, Shamil",sr:competitor:457831,light_heavyweight(186-205)
Shane Young,13-8-0,http://www.ufcstats.com/fighter-details/4cd8b03aee1d0138,"5' 8""",145 lbs.,"72""",Orthodox,"Jul 31, 1993",5.19,40%,5.46,52%,0.63,18%,64%,0.0,"Young, Shane",sr:competitor:449145,featherweight(136-145)
Jessica Eye,15-11-0 (1 NC),http://www.ufcstats.com/fighter-details/f72465a784c1b084,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",3.86,37%,4.19,55%,0.58,40%,57%,0.5,"Eye, Jessica",sr:competitor:258363,featherweight(136-145)
Sean Strickland,29-7-0,http://www.ufcstats.com/fighter-details/0d8011111be000b2,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.95,42%,4.57,60%,0.73,64%,76%,0.2,"Strickland, Sean",sr:competitor:244108,middleweight(171-185)
Nik Lentz,30-12-2 (1 NC),http://www.ufcstats.com/fighter-details/6fb1ba67bef41b37,"5' 8""",145 lbs.,"68""",Orthodox,"Aug 13, 1984",3.44,47%,3.25,50%,3.3,32%,43%,1.2,"Lentz, Nik",sr:competitor:278275,lightweight(146-155)
Ramona Pascual,6-5-0,http://www.ufcstats.com/fighter-details/3eb4dc9a7d4ac906,"5' 7""",135 lbs.,"66""",Southpaw,"Sep 23, 1988",3.87,57%,8.43,46%,1.81,19%,100%,0.0,"Pascual, Ramona",sr:competitor:878639,bantamweight(126-135)
Alex Perez,25-9-0,http://www.ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,"5' 6""",125 lbs.,"65""",Orthodox,"Mar 21, 1992",4.19,46%,3.2,58%,2.04,46%,77%,0.8,"Perez, Alex",sr:competitor:399179,bantamweight(126-135)
Lyman Good,21-6-0 (1 NC),http://www.ufcstats.com/fighter-details/4e0692ad070976e4,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",5.34,48%,4.01,63%,0.27,100%,75%,0.0,"Good, Lyman",sr:competitor:359232,welterweight(156-170)
Sean Woodson,13-2-1,http://www.ufcstats.com/fighter-details/4682bc59d5f55145,"6' 2""",145 lbs.,"78""",Orthodox,"Jun 07, 1992",5.57,46%,4.18,58%,0.58,55%,84%,0.3,"Woodson, Sean",sr:competitor:611646,featherweight(136-145)
Randy Costa,6-4-0,http://www.ufcstats.com/fighter-details/325ad0dd9126d3df,"5' 9""",135 lbs.,"73""",Switch,"Jul 06, 1994",6.53,46%,7.58,58%,0.0,0%,50%,0.0,"Costa, Randy",sr:competitor:563976,bantamweight(126-135)
Sean Brady,18-1-0,http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",4.0,55%,2.94,59%,3.62,54%,86%,0.9,"Brady, Sean",sr:competitor:579813,welterweight(156-170)
Ben Rothwell,39-14-0,http://www.ufcstats.com/fighter-details/bd58d34e39b7b12a,"6' 4""",265 lbs.,"78""",Orthodox,"Oct 17, 1981",3.71,42%,4.63,47%,0.68,34%,70%,0.4,"Rothwell, Ben",sr:competitor:242404,heavyweight(206-265)
Carlos Candelario,8-3-0,http://www.ufcstats.com/fighter-details/760a55d5b6098cbe,"5' 8""",125 lbs.,"68""",Southpaw,"Jun 04, 1991",3.97,46%,5.17,44%,2.28,36%,53%,0.3,"Candelario, Carlos",sr:competitor:337327,flyweight(116-125)
Andreas Michailidis,13-6-0,http://www.ufcstats.com/fighter-details/79325a3c1a5c3bf4,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 18, 1988",2.9,51%,3.57,44%,1.12,27%,50%,0.0,"Michailidis, Andreas",sr:competitor:728829,welterweight(156-170)
Nassourdine Imavov,16-4-0 (1 NC),http://www.ufcstats.com/fighter-details/881bf86d4cba8578,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 01, 1995",4.45,55%,3.26,58%,0.85,32%,78%,1.1,"Imavov, Nassourdine",sr:competitor:742869,middleweight(171-185)
Julia Polastri,13-5-0,http://www.ufcstats.com/fighter-details/abb68e3c7ca128f2,"5' 2""",115 lbs.,"63""",Orthodox,"Mar 05, 1998",5.62,55%,5.37,56%,0.87,80%,58%,0.4,"Polastri, Julia",sr:competitor:820048,strawweight(106-115)
Cody Garbrandt,14-6-0,http://www.ufcstats.com/fighter-details/d8c7c61b176e3994,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",2.98,40%,3.76,60%,1.03,34%,80%,0.0,"Garbrandt, Cody",sr:competitor:244074,bantamweight(126-135)
Marcos Brigagao,11-1-0,http://www.ufcstats.com/fighter-details/11547e29f253fb89,"6' 3""",205 lbs.,"76""",Southpaw,"Apr 01, 1996",3.07,43%,3.27,25%,0.0,0%,36%,0.0,"Brigagao, Marcos",sr:competitor:617058,light_heavyweight(186-205)
Diego Ferreira,19-6-0,http://www.ufcstats.com/fighter-details/f53d4f21d1b5f2dc,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",4.82,40%,3.46,55%,0.86,30%,57%,0.6,"Ferreira, Diego",sr:competitor:413417,lightweight(146-155)
Marc Diakiese,17-7-0,http://www.ufcstats.com/fighter-details/32c355b04fc57f3a,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993",2.54,40%,2.64,52%,3.29,43%,66%,0.0,"Diakiese, Marc",sr:competitor:290246,lightweight(146-155)
Eric Shelton,12-6-0,http://www.ufcstats.com/fighter-details/a0c64f272b65d441,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991",2.57,42%,1.88,63%,2.83,51%,46%,0.2,"Shelton, Eric",sr:competitor:312034,flyweight(116-125)
Khama Worthy,16-9-0,http://www.ufcstats.com/fighter-details/78e501478a36a018,"5' 11""",155 lbs.,"74""",Orthodox,"Oct 15, 1986",4.18,48%,4.45,46%,0.0,0%,57%,0.7,"Worthy, Khama",sr:competitor:621458,lightweight(146-155)
Marcus McGhee,10-1-0,http://www.ufcstats.com/fighter-details/c0ac37a4a1133da9,"5' 8""",135 lbs.,"69""",Orthodox,"May 07, 1990",6.06,48%,2.83,64%,0.46,33%,100%,0.5,"McGhee, Marcus",sr:competitor:1009269,catchweight
Gian Villante,17-14-0,http://www.ufcstats.com/fighter-details/fcd448a2fe1a23cc,"6' 3""",230 lbs.,"76""",Orthodox,"Aug 18, 1985",4.38,44%,5.47,55%,0.45,23%,83%,0.0,"Villante, Gian",sr:competitor:246045,light_heavyweight(186-205)
Marvin Vettori,19-8-1,http://www.ufcstats.com/fighter-details/7acbb0972e75281a,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993",4.54,46%,4.37,56%,1.51,45%,69%,0.4,"Vettori, Marvin",sr:competitor:278713,middleweight(171-185)
Justin Frazier,10-3-0,http://www.ufcstats.com/fighter-details/78863e4a28204a6b,"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989",1.11,66%,6.11,4%,0.0,0%,0%,0.0,"Frazier, Justin",sr:competitor:524274,heavyweight(206-265)
Denis Tiuliulin,10-10-0 (1 NC),http://www.ufcstats.com/fighter-details/0112352cb32f5026,"6' 1""",185 lbs.,"77""",Orthodox,"May 17, 1988",3.61,41%,5.23,38%,0.96,42%,72%,0.0,"Tiuliulin, Denis",sr:competitor:560998,middleweight(171-185)
Liudvik Sholinian,9-4-1,http://www.ufcstats.com/fighter-details/1a54231796e24a3f,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 20, 1990",2.5,30%,5.67,55%,0.0,0%,66%,0.0,"Sholinian, Liudvik",sr:competitor:830784,bantamweight(126-135)
Michal Oleksiejczuk,20-9-0 (1 NC),http://www.ufcstats.com/fighter-details/0d65c432720accb9,"6' 0""",185 lbs.,"74""",Southpaw,"Feb 22, 1995",5.27,51%,4.51,59%,1.05,43%,48%,0.0,"Oleksiejczuk, Michal",sr:competitor:390292,light_heavyweight(186-205)
Isaac Dulgarian,7-1-0,http://www.ufcstats.com/fighter-details/a57cb948c4c70a47,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 04, 1996",3.37,64%,1.82,41%,5.15,52%,0%,2.1,"Dulgarian, Isaac",sr:competitor:970253,featherweight(136-145)
Ashlee Evans-Smith,6-6-0,http://www.ufcstats.com/fighter-details/fc6e681bf6658faf,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987",4.03,34%,4.59,53%,0.95,22%,50%,0.0,"Evans-Smith, Ashlee",sr:competitor:244070,bantamweight(126-135)
Brett Johns,17-2-0,http://www.ufcstats.com/fighter-details/ec52462a1b41f714,"5' 7""",135 lbs.,"71""",Orthodox,"Feb 21, 1992",2.86,49%,3.84,53%,4.92,49%,58%,1.0,"Johns, Brett",sr:competitor:299948,bantamweight(126-135)
Eduarda Moura,11-1-0,http://www.ufcstats.com/fighter-details/de594b35c45c2e9a,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 28, 1994",2.6,49%,2.45,53%,4.37,35%,100%,0.4,"Moura, Eduarda",sr:competitor:1010969,strawweight(106-115)
Danny Chavez,11-5-1,http://www.ufcstats.com/fighter-details/0de720c0f1d4ab9c,"5' 8""",145 lbs.,"67""",Orthodox,"Mar 14, 1987",2.86,38%,3.83,50%,1.95,60%,87%,0.0,"Chavez, Danny",sr:competitor:734891,featherweight(136-145)
Stephen Regman,9-4-0,http://www.ufcstats.com/fighter-details/24d98df7556ac8af,"5' 11""",185 lbs.,"76""",Orthodox,"Aug 05, 1991",1.41,60%,4.93,23%,3.52,100%,0%,0.0,"Regman, Stephen",sr:competitor:599884,middleweight(171-185)
Valentina Shevchenko,25-4-1,http://www.ufcstats.com/fighter-details/132deb59abae64b1,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",3.14,52%,2.06,63%,2.62,60%,75%,0.3,"Shevchenko, Valentina",sr:competitor:246053,flyweight(116-125)
Sam Patterson,13-2-1,http://www.ufcstats.com/fighter-details/8b6e5dc2ba1edbe7,"6' 3""",170 lbs.,"78""",Orthodox,"Apr 30, 1996",3.17,41%,3.6,48%,1.61,100%,33%,3.2,"Patterson, Sam",sr:competitor:940921,welterweight(156-170)
Macy Chiasson,11-3-0,http://www.ufcstats.com/fighter-details/9cdd2da1a9104a0b,"5' 11""",135 lbs.,"72""",Orthodox,"Jul 27, 1991",3.77,46%,2.79,44%,2.37,38%,70%,0.4,"Chiasson, Macy",sr:competitor:542017,featherweight(136-145)
Maryna Moroz,11-6-0,http://www.ufcstats.com/fighter-details/b4192a975027aab6,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991",4.42,33%,4.89,51%,0.7,24%,42%,0.6,"Moroz, Maryna",sr:competitor:250139,flyweight(116-125)
Ryan Benoit,10-8-0,http://www.ufcstats.com/fighter-details/20999e27ddd94bda,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",2.88,39%,3.65,58%,0.28,22%,72%,0.4,"Benoit, Ryan",sr:competitor:275449,bantamweight(126-135)
Michel Pereira,31-13-0 (2 NC),http://www.ufcstats.com/fighter-details/595db60957de51d3,"6' 1""",185 lbs.,"73""",Orthodox,"Oct 06, 1993",4.5,52%,4.33,51%,1.14,52%,76%,0.7,"Pereira, Michel",sr:competitor:573961,welterweight(156-170)
Edmen Shahbazyan,14-5-0,http://www.ufcstats.com/fighter-details/4144798612ef96e5,"6' 2""",185 lbs.,"74""",Orthodox,"Nov 20, 1997",3.78,50%,3.85,47%,1.97,38%,65%,0.5,"Shahbazyan, Edmen",sr:competitor:462119,middleweight(171-185)
Alexander Volkov,38-11-0,http://www.ufcstats.com/fighter-details/279566840aa55bf2,"6' 7""",250 lbs.,"80""",Orthodox,"Oct 24, 1988",4.97,57%,2.99,54%,0.61,66%,72%,0.2,"Volkov, Alexander",sr:competitor:542161,heavyweight(206-265)
Joanderson Brito,17-5-1,http://www.ufcstats.com/fighter-details/791c8437b341fba5,"5' 8""",145 lbs.,"72""",Orthodox,"Feb 11, 1995",2.48,50%,2.49,42%,2.49,68%,56%,1.0,"Brito, Joanderson",sr:competitor:820026,featherweight(136-145)
Livinha Souza,14-4-0,http://www.ufcstats.com/fighter-details/dab8cfbb6b1db10a,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",1.75,45%,3.6,56%,2.54,45%,40%,1.4,"Souza, Livinha",sr:competitor:324153,strawweight(106-115)
Martin Buday,15-2-0,http://www.ufcstats.com/fighter-details/8eb046f83e82bf26,"6' 4""",265 lbs.,"77""",Orthodox,"Nov 11, 1991",4.67,53%,5.0,55%,0.17,20%,100%,0.2,"Buday, Martin",sr:competitor:570405,heavyweight(206-265)
Dwight Joseph,5-0-0,http://www.ufcstats.com/fighter-details/34ca93f1791a5c50,"5' 6""",135 lbs.,--,Switch,"Aug 16, 1989",2.6,52%,2.87,55%,1.0,20%,20%,1.0,"Joseph, Dwight",sr:competitor:613530,bantamweight(126-135)
Shayilan Nuerdanbieke,39-12-0,http://www.ufcstats.com/fighter-details/0a73acff6325c1e2,"5' 8""",145 lbs.,"69""",Orthodox,"May 04, 1994",1.95,45%,2.64,50%,3.3,35%,28%,0.2,"Nuerdanbieke, Shayilan",sr:competitor:793438,featherweight(136-145)
Roxanne Modafferi,25-21-0,http://www.ufcstats.com/fighter-details/4498b382c65a7faa,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982",3.35,30%,5.7,51%,1.35,23%,30%,0.1,"Modafferi, Roxanne",sr:competitor:542109,flyweight(116-125)
Court McGee,23-13-0,http://www.ufcstats.com/fighter-details/523fa774700d7d3f,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",4.6,37%,3.59,61%,1.87,25%,69%,0.5,"McGee, Court",sr:competitor:237674,welterweight(156-170)
Daniel Zellhuber,15-2-0,http://www.ufcstats.com/fighter-details/4148802ae4a50768,"6' 1""",155 lbs.,"77""",Switch,"Jul 07, 1999",6.26,40%,6.02,55%,0.18,25%,94%,0.2,"Zellhuber, Daniel",sr:competitor:585323,lightweight(146-155)
Kiru Sahota,12-3-0,http://www.ufcstats.com/fighter-details/296a120cb880477b,"5' 10""",125 lbs.,"73""",Orthodox,"May 28, 1995",4.05,52%,2.64,41%,0.92,33%,50%,0.5,"Sahota, Kiru",sr:competitor:1201129,flyweight(116-125)
Gunnar Nelson,19-6-1,http://www.ufcstats.com/fighter-details/fd55393021a8c255,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",1.77,61%,3.06,48%,2.0,52%,68%,1.0,"Nelson, Gunnar",sr:competitor:237688,welterweight(156-170)
William Gomis,14-3-0,http://www.ufcstats.com/fighter-details/e1d40e8782d80bc2,"6' 0""",145 lbs.,"73""",Southpaw,"Jun 13, 1997",3.53,51%,2.86,60%,0.62,27%,73%,0.4,"Gomis, William",sr:competitor:748903,featherweight(136-145)
Lara Procopio,7-2-0,http://www.ufcstats.com/fighter-details/e99821959a840bb8,"5' 4""",125 lbs.,"67""",Orthodox,"Nov 14, 1995",5.64,58%,6.5,47%,3.15,47%,50%,0.3,"Procopio, Lara",sr:competitor:618450,bantamweight(126-135)
Omari Akhmedov,21-6-1,http://www.ufcstats.com/fighter-details/16690d100f995f8f,"6' 0""",185 lbs.,"73""",Orthodox,"Oct 12, 1987",2.97,34%,2.84,55%,2.58,45%,65%,0.2,"Akhmedov, Omari",sr:competitor:541995,middleweight(171-185)
Trevin Giles,16-7-0,http://www.ufcstats.com/fighter-details/b27a1fcb56a3035a,"6' 0""",170 lbs.,"74""",Orthodox,"Aug 06, 1992",3.17,54%,2.39,58%,1.07,50%,72%,0.3,"Giles, Trevin",sr:competitor:351764,welterweight(156-170)
Justine Kish,7-4-0,http://www.ufcstats.com/fighter-details/928ae2e5b5f7a9ec,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988",4.51,48%,4.59,57%,0.87,33%,50%,0.1,"Kish, Justine",sr:competitor:304964,flyweight(116-125)
Toshiomi Kazama,11-4-0,http://www.ufcstats.com/fighter-details/148bb103cfbf123e,"5' 7""",135 lbs.,"69""",Orthodox,"May 15, 1997",1.72,53%,3.89,42%,1.68,12%,66%,0.6,"Kazama, Toshiomi",sr:competitor:981221,bantamweight(126-135)
Amanda Lemos,15-4-1,http://www.ufcstats.com/fighter-details/3df5493bb279226f,"5' 4""",115 lbs.,"65""",Southpaw,"May 22, 1987",2.89,54%,3.46,44%,1.14,62%,59%,0.7,"Lemos, Amanda",sr:competitor:355570,strawweight(106-115)
Molly McCann,14-8-0,http://www.ufcstats.com/fighter-details/51018a31ddf31eb2,"5' 4""",115 lbs.,"62""",Orthodox,"May 04, 1990",5.28,49%,4.65,62%,1.78,36%,38%,0.5,"McCann, Molly",sr:competitor:441632,flyweight(116-125)
Jake Hadley,11-4-0,http://www.ufcstats.com/fighter-details/60a42bf82447c919,"5' 7""",135 lbs.,"70""",Southpaw,"Aug 03, 1996",3.8,43%,4.16,61%,0.33,11%,54%,1.1,"Hadley, Jake",sr:competitor:563346,flyweight(116-125)
Rhys McKee,14-6-1,http://www.ufcstats.com/fighter-details/f748267c4ab6c127,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995",5.16,44%,7.92,46%,0.0,0%,41%,0.0,"McKee, Rhys",sr:competitor:306490,welterweight(156-170)
Viviane Araujo,13-6-0,http://www.ufcstats.com/fighter-details/36541f1e6c5d4955,"5' 4""",115 lbs.,"68""",Orthodox,"Nov 21, 1986",4.04,47%,4.87,56%,1.86,43%,80%,0.7,"Araujo, Viviane",sr:competitor:579365,bantamweight(126-135)
Sara McMann,13-6-0,http://www.ufcstats.com/fighter-details/7be74a12d7352df2,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",2.26,46%,1.92,47%,4.38,65%,50%,0.5,"McMann, Sara",sr:competitor:258361,bantamweight(126-135)
